NFCSID,STATEQ,CENSUSDIV,CENSUSREG,A50A,A3Ar_w,A50B,A4A_new_w,A5_2015,A6,A7,A7A,A11,A8_2021,AM21,X3,A9,A40,A10,A10A,A21_2015,A14,A41,J1,J2,J3,J4,J40,J5,J6,J8,J9,J10,J20,J50,J51_1,J51_2,J51_3,J51_4,J51_5,J51_6,J51_98,J51_99,J52,J32,J33_40,J53,J41_1,J41_2,J41_3,J42_1,J42_2,J43,B1,B2,B4,B41_1,B41_2,B31,B42,B43,C1_2012,C2_2012,C3_2012,C4_2012,C5_2012,C10_2012,C11_2012,B14,EA_1,E7,E8,E20,E15_2015,P50,P51,P52,F1,F2_1,F2_2,F2_3,F2_4,F2_5,F2_6,G1,G20,G30_1,G30_2,G30_3,G30_4,G30_5,G30_97,G30_98,G30_99,G33,G35,G22_2015,G25_1,G25_2,G25_3,G25_4,G25_5,G38,G23,H1,H30_1,H30_2,H30_3,M1_1,M1_2,M4,M20,M21_1,M21_2_2015,M21_3,M21_4,M6,M7,M8,M31,M50,M9,M10,wgt_n2,wgt_d2,wgt_s3
2021027181,49,5,3,2,4,10,1,6,1,2,1,2,3,3,1,2,1,1,1, ,1,5,7,7,1,3,2,2,1,2, ,1,4,1,1,1,0,0,0,0,0,0,1,3,7,4,4,4,4,5,2,3,1,1,2,2,2,2,3,2,1,98,2,2, , , ,1,1,2,2, , ,2,2,1,1,1,2,2,2,2,2,1,2,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,2,3,1,2,2,2,6,7,6,3, , , , ,1,1,98,2,1,1,98,0.846938555,0.196829703,0.633328516
2021027182,51,8,4,2,3,9,1,4,1,2,1,5,7,2,1,7,2,8,3,2,2,2,8,6,3,3,1,1, , ,1,2,1,1,1,1,0,0,0,0,0,0,2,5,5,3,2,1,1,4,2,3,1,1,2,3,3,2,2,2,1,2,1,2,98,2,2,2,1,2,2, , ,2,2,2,2,2,1,2,2,2,2,1,2,0,0,0,0,0,1,0,0, , , ,1,1,1,5,1,2,5,1,2,2,2,7,3,5,98, , , , ,1,98,98,98,1,1,98,0.401541425,0.169326946,0.716297783
2021027183,51,8,4,2,3,9,1,5,1,2,1,1,5,3,1,4,1,2,1,2,3,2,8,7,98,3,1,98,1,2, ,2,1,1,1,0,1,0,0,0,0,0,1,5,6,5,3,3,3,5,4,3,1,1,2,3,2,3,3,3,1,3,1,1,1,2,2,98,1,1,98,2,1,2,2,1,1,1,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,2,1,1,2,2,2,6,5,5,2,2,2,1, ,1,98,98,2,1,1,2,0.401541425,0.169326946,0.716297783
2021027184,13,8,4,1,6,6,1,2,1,2,1,5,6,3,1,8,2,8,2,2,3,2,8,6,3,3,1,1, , ,2,2,1,1,1,0,0,0,0,0,0,0,2,5,4,98,1,1,2,4,2,3,1,1,2,2,1,3,3,3,1,3,2,1,2,2,2,2,2, , , , ,2,2,2,2,1,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,2,1,1,2,2,2,7,5,6,3, , , , ,3,3,2,3,2,1,2,0.490781865,0.616084693,1.101418852
2021027185,2,9,4,1,5,5,2,4,4,1,3,5,4,3,1,2,2, ,1,2, ,5,1,3,1,3,1,1, ,2, ,2,1,1,1,0,1,0,0,0,0,0,2,5,5,3,4,3,5,5,5,2,1,1,2,3,3,3,2,3,1, ,1,2,1,2,2,2,1,2,1,2, ,2,2,2,2,2,1,2,2,2,2,2,2,0,0,1,0,0,0,0,0,2,1,1,1,1,1,1,1,2,7,2,2,2,2,7,7,3,2,1,2,2, ,1,3,98,2,1,1,98,1.585833934,0.118424472,1.849707555
2021027186,40,1,1,1,5,5,1,5,2,1,3,6,1,3,1,6,2, ,1,2, ,4,1,4,2,1,1,2, ,2, ,2,4,1,0,1,0,0,0,0,0,0,2,2,7,6,5,1,5,1,5,2,1,1,1,3,2,3,3,2,2, , ,2, , , ,2,2, , , , ,2,2,2,7, , , , , , ,2,1,0,0,0,0,0,1,0,0, , , ,1,5,1,1,3,1,7,1,1,2,2,5,5,4,3, , , , ,98,3,2,2,2,2,1,0.471277741,0.505560272,1.16174699
2021027187,49,5,3,2,6,12,1,3,1,2,1,5,4,3,1,8,2,2,2,2,1,1,1,1,3,2,1,2, , ,2,2,4,1,1,0,0,0,0,0,0,0,2,2,7,6,5,5,5,1,5,1,1,2,1,2,1,3,3,3,2, , ,2, , , ,2,1,2,2, , ,2,2,2,2,2,98,98,98,98,2,1,1,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,1,7,1,2,2,2,7,7,6,3, , , , ,1,3,1,3,1,1,98,1.22670932,0.278583532,1.149964831
2021027188,32,8,4,1,3,3,1,6,1,2,1,6,6,2,1,2,1,4,1, ,1,5,4,5,1,3,1,1, ,2, ,2,1,1,0,1,0,0,0,0,0,0,2,3,4,4,3,3,4,5,4,4,1,1,2,3,3,3,3,2,1,1,1,1,1,2,1,1,2, , , , ,2,2,1,2,2,1,1,2,2,2,1,2,1,1,0,0,0,0,0,0,2,1,1,1,1,1,1,1,2,7,1,2,2,2,5,4,5,3, , , , ,1,3,1,4,3,1,2,0.36268064,0.48673753,0.945086281
2021027189,8,5,3,2,3,9,2,2,2,3,3,6,3,3,1,3,1, ,1,2, ,2,7,7,2,2,2,1, ,2, ,1,3,2, , , , , , , , ,1,4,4,5,1,2,2,3,2,4,1,1,2,3,3,2,2,1,2, , ,2, , , ,1,1,1,2,2,1,2,2,98,2,1,2,1,2,2,1,2,2,0,0,0,0,0,1,0,0, , , ,1,1,1,2,1,2,3,1,2,2,2,6,6,7,2,1, ,2, ,1,1,2,3,3,2,1,1.215948658,0.137037173,0.92780803
2021027190,50,3,2,2,3,9,1,4,2,3,3,6,1,3,1,3,2, ,1,2, ,5,98,1,98,98,98,1, ,2, ,2,4,1,0,0,1,0,0,0,0,0,2,98,7,98,5,3,3,3,1,3,1,1,2,2,1,3,3,3,1, ,98,98, , , ,1,2, , , , ,2,2,2,7, , , , , , ,2,2,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,2,1,1,2,2,2,4,1,1,3, , , , ,98,98,98,98,98,98,98,1.362034386,0.574346556,0.949377864
2021027191,49,5,3,2,1,7,1,4,1,2,1,6,4,3,1,4,2,4,1,2,3,3,8,7,3,3,1,1, ,2, ,2,2,1,0,1,0,0,0,0,0,0,2,5,3,2,2,2,2,4,2,3,1,1,2,3,1,3,3,3,2, , ,2, , , ,2,1,1,2,2,1,2,2,2,3,2,1,2,2,2,2,1,2,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,2,4,1,2,2,2,7,7,6,3, , , , ,1,3,98,3,1,2,2,1.033049003,0.233445244,1.038365839
2021027192,12,9,4,1,5,5,2,5,1,2,1,5,7,3,1,8,1,2,2,2,1,5,7,3,3,3,1,1, , ,1,2,1,1,0,1,1,0,0,0,0,0,2,5,2,4,3,1,1,4,3,4,1,1,2,3,1,3,3,2,1,3,1,1,1,2,2,1,1,2,1,2, ,2,2,1,2,1,2,2,2,2,2,2,2,0,0,1,0,0,0,0,0,1,2,2,1,1,1,1,2,2,3,1,2,2,2,7,7,6,2,1,2,1, ,1,3,2,3,2,1,2,1.585833934,0.206335955,1.011419259
2021027193,13,8,4,1,3,3,1,7,1,2,1,4,4,3,1,7,1,2,1, ,3,2,5,4,3,2,1,2,2,2, ,1,4,1,1,1,0,0,0,0,0,0,2,3,6,6,3,4,5,2,4,1,1,2,1,2,3,3,3,3,1,2,98,2, , , ,2,1,1,2,2,3,2,2,2,1,2,1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,2,4,1,1,1,1,1,1,1,6,1,1,1,1,6,6,5,3, , , , ,1,3,1,2,1,1,2,0.36268064,0.464244064,0.839728876
2021027194,46,1,1,2,6,12,1,4,4,1,3,6,2,3,1,8,2, ,2,2, ,3,8,1,3,2,1,2, , ,1,2,3,1,0,1,0,0,1,0,0,0,2,3,6,5,3,4,4,2,5,3,1,2,2,1,1,3,3,3,2, , ,2, , , ,2,2, , , , ,2,2,2,1,1,1,2,2,2,2,2,1,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,2,2,1,2,2,2,7,7,6,3, , , , ,1,3,4,3,2,98,2,0.451043179,0.287490467,1.090712444
2021027195,19,7,3,1,4,4,1,3,4,1,3,2,2,3,1,6,2, ,1,2, ,2,1,5,2,1,1,2,2,2, ,2,4,1,1,0,0,0,0,0,0,0,2,3,7,6,5,5,5,2,3,2,1,2,2,1,3,3,3,3,2, , ,2, , , ,2,2, , , , ,2,2,2,7, , , , , , ,2,1,0,0,0,0,0,1,0,0, , , ,1,1,1,3,4,1,6,1,1,1,1,6,6,7,3, , , , ,1,3,2,2,1,1,98,1.475065731,0.471558959,0.909375047
2021027196,14,3,2,2,1,7,1,4,2,2,2,3,3,3,1,2,1,1,1,2,3,2,4,6,2,2,1,2,2,2, ,2,2,1,1,0,0,0,0,0,0,0,2,2,5,5,3,3,4,4,4,3,1,2,2,2,3,2,1,2,1,2,2,2, , , ,2,1,1,1,2,1,2,2,2,7, , , , , , ,2,1,1,1,0,0,0,0,0,0,2,1,1,1,1,1,1,1,98,5,1,2,2,2,3,5,4,3, , , , ,98,98,4,3,1,98,98,1.341734763,1.226749753,0.883727447
2021027197,38,9,4,1,5,5,1,4,5,2,2,5,5,3,1,2,2,3,1,2,3,6,7,8,3,2,2,1, ,1, ,2,1,1,1,1,1,0,0,0,0,0,2,4,6,6,3,3,4,3,3,3,1,1,2,2,3,2,2,2,1,1,1,1,1,2,2,1,1,2,2, , ,2,2,1,3,2,1,2,2,2,2,1,2,0,0,0,0,0,1,0,0, , , ,3,1,1,3,1,2,5,1,2,2,2,7,7,6,3, , , , ,1,3,2,3,2,1,2,0.697578167,0.269117135,1.136896972
2021027198,8,5,3,2,5,11,2,7,4,1,3,5,5,3,1,2,1, ,1, , ,5,7,3,1,3,2,1, ,2, ,2,1,1,1,0,1,0,0,0,0,0,2,5,2,2,2,2,1,4,2,3,1,1,2,3,2,3,3,2,1, ,2,1,2,2,2,1,1,1,2,98,1,2,2,2,2,2,1,2,2,2,2,2,2,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,7,1,2,2,2,7,7,5,3, , , , ,1,3,4,3,1,1,2,1.148746392,0.1382444,0.752924179
2021027199,8,5,3,2,6,12,1,5,5,1,3,5,5,3,1,8,2, ,2,2, ,4,5,5,1,3,1,2, , ,1,2,1,1,1,0,0,0,0,0,0,0,2,3,4,3,2,3,2,4,3,3,1,1,99,3,3,3,3,3,2, , ,2, , , ,2,1,2,2, , ,2,1,2,1,2,1,2,2,2,2,2,1,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,2,3,1,2,2,2,7,6,6,2,2,1,2, ,2,3,98,98,1,1,2,1.22670932,0.137580709,1.032640681
2021027200,30,1,1,2,4,10,1,4,1,2,1,3,6,3,1,2,2,2,1,2,1,5,7,5,1,3,1,1,1,1, ,2,1,1,0,0,0,0,0,1,0,0,1,5,1,2,1,1,1,5,2,4,1,1,2,2,3,2,2,3,1,3,1,2,1,2,2,2,1,2,1,2, ,2,2,2,2,1,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,2,1,1,2,2,2,7,7,7,3, , , , ,1,1,98,2,1,1,2,0.385583798,0.498322663,0.929708464
2021027201,28,4,2,1,3,3,2,3,2,1,3,6,3,99,1,2,2, ,1,2, ,3,10,10,1,3,1,1, ,1, ,2,1,1,1,0,1,0,0,0,0,0,2,5,3,3,1,1,1,5,5,4,1,1,2,2,2,2,2,3,1, ,1,2,1,2,2,2,1,2,2, , ,2,2,2,3,1,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,2,98,1,2,2,2,7,7,6,1, , , , ,98,98,2,98,98,1,1,0.724147541,1.115086822,1.570652151
2021027202,2,9,4,1,4,4,1,7,1,2,1,2,6,2,1,3,2,2,1, ,3,6,1,4,3,2,3,2,2,1, ,2,2,1,0,1,0,0,0,0,0,0,2,4,7,6,5,3,5,3,5,3,1,1,2,3,3,3,3,3,2, , ,2, , , ,1,1,1,2,2,1,2,2,2,1,2,1,1,2,2,2,2,1,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,2,5,1,1,1,1,7,5,5,2,1,1,2,2,1,3,2,2,1,1,2,1.257105193,0.107341062,0.674423042
2021027203,21,5,3,2,2,8,1,4,2,1,3,2,7,3,1,8,1, ,2,2, ,1,8,3,1,3,1,1,2, ,2,2,1,1,0,1,1,0,0,0,0,0,2,4,4,4,1,1,3,5,1,3,1,1,2,3,2,3,2,2,2, , ,2, , , ,1,1,2,2, , ,2,2,1,2,2,1,1,2,2,2,2,2,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,2,2,2,2,2,2,6,5,3,3, , , , ,1,3,98,2,1,1,2,1.033049003,0.73234081,0.870838882
2021027204,5,9,4,2,2,8,1,7,1,2,1,6,7,3,1,4,2,2,1, ,3,6,7,5,1,3,1,1, ,1, ,2,1,2, , , , , , , , ,2,5,4,3,3,2,3,4,3,3,1,1,2,3,2,2,2,2,1,2,98,1,1,2,2,1,1,1,2,2,1,1,2,1,2,1,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,2,4,1,2,2,2,5,4,4,2,1,2,2, ,1,98,98,98,1,98,2,0.433427992,1.73581333,0.762941328
2021027205,17,4,2,2,2,8,1,2,1,2,1,6,1,3,1,3,2,3,1,2,2,3,5,3,2,2,1,2, ,2, ,2,3,1,1,0,0,0,0,1,0,0,99,98,6,2,3,4,5,2,3,3,2,1, ,2,2,3,2,1,98, , ,2, , , ,98,2, , , , ,2,2,1,2,1,98,1,2,2,98,98,2,0,0,0,0,0,1,0,0, , , ,1,1,98,1,1,2,1,1,2,1,2,4,2,4,2,1, ,2, ,1,1,1,98,98,98,98,0.455443955,0.831935432,0.987011213
2021027206,3,8,4,2,2,8,1,2,1,2,1,2,5,3,1,2,2,2,1,2,3,2,5,7,3,3,1,1,2,1, ,2,1,1,1,1,0,0,0,0,0,0,1,5,4,3,1,2,2,2,2,2,98,98, , , ,2,2,2,1,2,1,98,1,2,2,1,2, , , , ,2,2,2,2,1,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,2,1,1,2,2,2,4,4,5,3, , , , ,1,3,1,1,2,1,98,0.395556892,1.940459382,0.772549234
2021027207,28,4,2,2,3,9,1,6,5,1,3,4,5,99,1,4,2, ,1, , ,5,7,9,2,2,2,1,1,1, ,1,2,1,1,0,0,0,0,0,0,0,98,4,6,4,4,4,4,3,3,3,1,1,1,2,2,2,2,2,1, ,1,1,1,2,2,1,1,1,1,1,3,1,2,1,2,2,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0, , , ,3,3,3,3,3,2,6,1,1,1,1,5,5,5,2,1,1,2, ,1,1,1,2,1,1,1,0.373392786,0.451498253,0.643615378
2021027208,49,5,3,1,5,5,1,2,1,2,1,5,3,3,1,8,2,7,2,2,1,3,6,4,3,2,3,1, , ,1,1,1,1,1,1,0,0,0,0,0,0,2,5,5,5,1,3,4,2,4,2,1,1,2,3,1,3,3,2,2, , ,1,2,2,1,1,1,2,1,2, ,1,1,1,1,1,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,2,2,1,2,2,2,5,6,6,1, , , , ,1,3,98,3,98,1,2,1.281741582,0.273817651,1.277717784
2021027209,13,8,4,2,3,9,1,2,2,4,3,6,5,3,1,6,2, ,1,2, ,2,10,5,1,3,1,1, ,1, ,2,1,1,1,0,0,0,0,0,0,0,2,5,3,3,1,1,2,4,1,4,1,2,2,3,3,2,3,3,1, ,1,2,1,2,2,2,1,2,2, , ,2,2,2,2,1,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,2,1,1,2,2,2,7,3,5,3, , , , ,1,1,2,3,2,1,98,0.401541425,0.476940961,0.920242296
2021027210,28,4,2,2,3,9,1,6,2,1,3,6,4,3,1,2,2, ,1, , ,5,5,6,3,2,1,2, ,2, ,2,3,2, , , , , , , , ,2,3,5,4,3,3,3,3,3,3,1,1,2,2,2,2,3,2,2, , ,2, , , ,2,1,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,2,1,1,1,1,1,4,3,4,3, , , , ,1,3,1,3,1,1,98,0.373392786,0.451498253,0.643615378
2021027211,38,9,4,2,5,11,1,6,1,2,1,5,5,3,1,8,2,8,2, ,1,5,10,9,1,3,1,1, , ,1,2,1,1,1,0,1,0,1,0,0,0,2,5,1,4,1,1,1,5,2,4,1,1,2,99,99,2,3,2,99, , ,99, , , ,99,1,2,2, , ,2,2,1,99, , , , , , ,2,2,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,2,1,1,2,2,2,7,7,7,2,1,1,1, ,1,1,98,3,98,1,2,0.539192262,0.199687205,0.827977297
2021027212,29,8,4,2,3,9,1,4,3,4,3,1,4,3,1,5,1, ,1, , ,3,3,1,2,2,3,2,2,1, ,1,4,1,1,1,0,0,0,0,0,0,2,3,5,6,4,5,5,2,4,3,1,1,2,2,3,3,1,3,2, , ,2, , , ,2,2, , , , ,2,2,2,3,2,1,1,1,2,1,2,2,1,0,0,0,0,0,0,0,2,1,2,1,1,2,3,1,1,5,1,2,2,2,7,4,7,2,2,2,1, ,1,3,4,98,1,1,2,0.401541425,0.821251321,0.804383689
2021027213,8,5,3,2,3,9,1,2,1,2,1,1,5,3,1,2,2,2,1,2,1,2,8,8,3,3,1,2,2,1, ,2,1,1,0,0,1,0,1,0,0,0,2,5,2,4,1,1,1,5,1,3,1,1,2,98,98,3,2,3,2, , ,2, , , ,2,1,2,2, , ,2,2,2,1,1,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,2,1,1,2,2,2,5,5,4,3, , , , ,1,3,2,2,1,1,98,1.048678401,0.115138499,0.845681194
2021027214,30,1,1,1,3,3,1,2,3,1,3,6,4,3,1,2,1, ,1,2, ,2,5,6,3,2,1,2, ,2, ,2,4,2, , , , , , , , ,2,3,5,3,5,5,4,2,3,3,1,1,2,1,3,3,1,2,2, , ,2, , , ,2,1,2,2, , ,2,2,2,1,2,1,1,1,2,1,2,2,0,0,0,0,0,1,0,0, , , ,1,1,2,2,1,2,4,2,2,2,2,4,4,5,3, , , , ,1,3,1,3,98,1,1,0.431224288,0.560875077,1.040430475
2021027215,21,5,3,1,3,3,1,2,2,4,3,2,1,3,1,7,1, ,1,2, ,2,1,5,2,1,1,2,2,2, ,2,4,1,1,0,0,0,0,0,0,0,2,1,7,6,5,4,5,1,5,3,1,2,2,1,2,3,2,3,2, , ,2, , , ,2,2, , , , ,2,2,2,7, , , , , , ,2,1,0,0,0,0,0,1,0,0, , , ,1,98,1,5,1,1,7,1,2,2,2,4,5,5,98, , , , ,98,98,98,98,98,1,98,1.172807568,0.796021058,0.883370663
2021027216,13,8,4,2,4,10,1,6,1,2,1,3,4,3,1,3,2,2,1, ,3,2,5,2,3,2,2,1,2,2, ,2,2,1,1,0,0,0,0,0,0,0,2,5,5,4,5,5,5,3,3,3,1,1,2,2,3,3,2,3,1,2,2,2, , , ,2,1,2,2, , ,2,2,2,3,1,2,2,2,2,2,1,2,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,2,6,1,2,2,2,7,6,4,3, , , , ,98,98,98,4,98,1,98,0.324294764,0.408257719,0.732912464
2021027217,25,6,3,2,6,12,1,4,1,2,1,6,5,3,1,8,2,8,2,2,1,1,4,4,1,2,1,2, , ,2,2,3,1,0,0,0,0,0,1,0,0,2,5,5,3,4,3,5,2,1,3,1,1,2,1,1,3,3,3,1,2,2,2, , , ,2,1,1,2,2,1,2,2,2,1,2,1,2,2,2,2,1,2,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,2,2,1,2,2,2,7,7,6,3, , , , ,3,98,98,98,98,1,98,0.827010326,0.622921665,1.14980604
2021027218,42,4,2,2,4,10,1,2,4,2,2,5,7,3,1,2,2,2,1,2,3,3,6,7,1,3,1,2, ,98, ,2,1,1,0,0,0,0,1,0,0,0,2,5,5,3,1,1,3,5,2,3,1,1,2,3,3,3,3,2,1,1,1,98,1,2,2,98,1,1,2,2,1,2,2,2,3,2,1,2,2,2,2,1,2,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,2,2,1,2,2,2,7,6,5,3, , , , ,1,3,98,98,1,1,98,0.462334543,0.275964191,0.875942922
2021027219,38,9,4,2,5,11,1,4,2,2,2,6,4,3,1,8,2,6,2,2,1,3,9,6,1,3,2,1, , ,1,2,2,1,1,1,1,0,1,0,0,0,2,5,3,3,1,4,3,5,2,4,1,2,2,1,1,3,3,3,2, , ,1,2,2,2,2,1,1,2,2,1,2,2,1,1,1,2,2,2,2,2,1,2,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,2,1,1,2,2,2,7,7,7,3, , , , ,98,3,98,2,3,2,2,0.667627275,0.250077299,1.093767206
2021027220,35,4,2,1,5,5,1,2,5,4,3,5,6,2,1,2,1, ,1,2, ,98,7,4,3,2,1,1, ,98, ,2,1,1,1,0,0,0,0,0,0,0,2,5,4,4,3,3,3,2,3,3,1,1,2,3,3,3,3,2,1, ,1,2,1,2,2,2,1,1,2,2,1,2,2,2,3,2,1,2,2,2,2,2,1,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,1,5,1,2,2,2,4,6,5,1, , , , ,1,3,1,4,2,1,98,0.565085929,0.305301855,1.184004031
2021027221,29,8,4,1,2,2,2,2,2,3,3,6,3,3,1,3,2, ,1,2, ,2,6,10,1,2,3,2, ,1, ,1,3,1,1,1,0,0,0,0,0,0,1,3,6,6,1,4,3,2,5,4,1,2,1,3,3,3,1,2,2, , ,2, , , ,2,1,2,2, , ,2,2,1,1,2,1,1,2,2,2,2,1,1,0,0,0,0,0,0,0,2,4,1,1,1,1,5,1,1,5,1,2,2,1,7,5,7,3, , , , ,1,3,1,3,2,1,1,1.083426878,1.566024871,1.7431837
2021027222,42,4,2,2,1,7,1,4,2,2,2,6,2,3,1,2,2,2,1,1,3,3,2,3,2,2,1,2, ,2, ,1,4,1,1,0,1,0,0,0,0,0,2,4,7,6,5,4,4,2,4,2,1,1,2,2,3,1,1,3,1,1,98,2, , , ,1,2, , , , ,2,2,2,7, , , , , , ,1,2,1,0,0,0,0,0,0,0,1,3,1,1,1,1,1,1,2,6,1,1,2,1,5,6,5,2,1,2,2, ,1,3,98,3,98,1,1,0.455443955,0.268180268,0.934691486
2021027223,42,4,2,2,4,10,1,4,4,4,3,6,3,3,1,2,2, ,1,2, ,3,5,3,1,2,2,2, ,2, ,1,4,1,1,0,0,0,0,0,0,0,2,2,6,6,5,5,5,5,5,2,1,2,2,2,2,2,3,3,2, , ,2, , , ,2,2, , , , ,1,2,2,1,1,2,2,2,2,2,1,1,0,0,0,0,0,1,0,0, , , ,2,1,1,1,1,2,5,1,2,2,2,6,6,5,3, , , , ,98,98,98,98,1,98,98,0.462334543,0.275964191,0.875942922
2021027224,35,4,2,1,5,5,1,6,1,2,1,5,7,2,1,2,2,2,1, ,1,2,9,6,1,3,1,1, ,1, ,2,1,1,0,0,1,0,0,0,0,0,2,5,3,4,2,1,2,4,2,3,1,1,2,3,2,3,2,3,1,3,1,1,1,2,2,1,1,2,2, , ,2,2,1,2,1,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,2,1,1,2,2,2,6,6,6,3, , , , ,1,3,1,2,1,1,2,0.456377341,0.228028708,0.752280269
2021027225,7,1,1,2,1,7,1,4,2,3,3,5,2,3,1,2,1, ,1,1, ,3,1,3,3,1,3,2, ,2, ,1,3,2, , , , , , , , ,1,3,7,6,5,1,5,1,5,2,1,2,1,2,3,2,1,3,2, , ,2, , , ,2,2, , , , ,1,2,2,1,2,1,1,1,1,2,2,2,1,0,0,0,0,0,0,0,2,1,1,1,1,1,1,1,2,6,1,2,2,2,2,4,3,3, , , , ,1,98,1,98,1,2,98,0.379837096,1.284216089,0.939513973
2021027226,51,8,4,2,6,12,1,2,1,2,1,1,5,3,1,8,2,8,2,2,3,3,8,3,3,3,1,1,2, ,1,2,1,1,1,1,0,0,0,0,0,0,2,5,3,4,2,2,3,3,3,3,1,1,2,3,3,3,2,3,2, , ,1,2,2,2,1,1,2,2, , ,2,2,2,2,2,1,1,1,1,2,1,2,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,2,2,1,2,2,2,4,4,6,2,1, ,1, ,1,3,2,3,98,1,2,0.469709883,0.202553726,0.938153551
2021027227,2,9,4,1,1,1,1,4,2,4,3,6,1,3,1,2,2, ,1,2, ,2,3,2,3,3,1,2, ,2, ,2,4,1,1,1,1,0,0,1,0,0,2,98,7,4,3,4,4,3,4,3,1,1,1,3,3,3,2,3,2, , ,2, , , ,2,2, , , , ,2,2,2,1,1,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , ,1,1,1,5,1,2,1,1,2,2,2,5,5,4,3, , , , ,1,98,98,98,2,98,98,1.59250505,0.115450738,1.528224046
2021027228,51,8,4,2,1,7,1,4,1,4,1,6,2,3,1,3,2,3,1,2,3,5,1,10,1,1,2,2, ,1, ,1,2,2, , , , , , , , ,1,2,7,6,1,5,3,2,3,4,1,1,1,3,3,1,1,1,2, , ,1,2,2,2,1,2, , , , ,2,2,2,7, , , , , , ,2,1,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,1,4,1,1,1,1,7,4,5,3, , , , ,1,3,2,1,98,1,2,0.395556892,0.171097295,0.899095902
2021027229,12,9,4,2,6,12,1,3,5,1,3,5,5,3,1,8,2, ,2,2, ,2,7,5,3,3,2,1, , ,2,2,1,99, , , , , , , , ,2,5,4,3,2,2,2,5,2,98,1,1,2,2,3,3,2,3,2, , ,1,2,2,2,1,2, , , , ,2,2,1,2,1,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,2,1,1,2,2,2,7,7,5,3, , , , ,1,3,2,2,1,1,2,1.628084511,0.180609587,1.03486244
2021027230,35,4,2,2,6,12,1,6,4,1,3,5,4,3,1,8,2, ,2, , ,1,7,7,1,3,1,1, , ,1,2,1,1,1,0,0,0,0,0,0,0,2,5,4,5,2,3,5,4,4,3,1,1,2,2,1,3,3,3,2, , ,1,2,2,2,2,1,1,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,2,1,1,2,2,2,7,6,7,3, , , , ,1,1,1,4,2,1,98,0.436782535,0.206872861,0.646677372
2021027231,29,8,4,2,4,10,1,4,4,1,3,1,1,3,1,7,2, ,1,2, ,3,5,5,3,2,3,1,1,1, ,1,4,1,0,1,0,0,0,0,0,0,2,4,5,5,2,5,2,2,2,2,1,1,2,2,1,3,3,3,2, , ,2, , , ,2,2, , , , ,2,2,2,1,2,1,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,2,7,1,2,1,1,6,5,4,2,1,2,2, ,1,3,3,3,3,1,2,0.401541425,0.821251321,0.804383689
2021027232,29,8,4,1,4,4,1,2,2,3,3,6,1,3,1,7,2, ,1,2, ,2,1,4,2,1,3,2, ,2, ,1,4,1,1,0,0,0,0,0,0,0,1,1,1,6,5,1,5,1,5,1,1,2,2,1,2,2,2,3,98, , ,98, , , ,2,2, , , , ,2,2,2,7, , , , , , ,2,2,0,0,0,0,0,1,0,0, , , ,1,1,1,3,1,98,1,2,2,1,1,1,4,1,1, , , , ,1,98,2,4,98,98,98,0.449070775,0.933873465,1.106995897
